order_id,order_date,customer_id,customer_segment,age_group,marketing_channel,device,product_category,unit_price,discount_percent,quantity,final_order_value,delivery_days,customer_rating,returned
ORD103122,2025-01-19,CUST00573,new,25-34,social_media,desktop,electronics,90.91,0,2,181.82,11,4,False
ORD101836,2025-01-19,CUST02287,returning,25-34,social_media,desktop,home,307.6,5,1,292.22,4,4,False
ORD103125,2025-01-19,CUST01268,new,25-34,referral,mobile,home,62.75,15,2,106.68,5,5,False
ORD103358,2025-01-19,CUST01212,returning,35-44,search_ads,mobile,clothing,28.68,20,1,22.94,7,5,False
ORD101924,2025-01-19,CUST02328,new,45-54,referral,mobile,clothing,37.44,5,2,71.14,3,5,False
ORD100861,2025-01-19,CUST03063,new,25-34,referral,mobile,clothing,60.28,10,1,54.25,7,5,False
ORD100674,2025-01-19,CUST01931,returning,35-44,organic,desktop,home,116.41,0,1,116.41,2,5,False
ORD100102,2025-01-19,CUST00213,new,55+,email,desktop,beauty,50.17,0,2,100.34,3,5,False
ORD104349,2025-01-19,CUST02677,new,18-24,email,desktop,home,137.42,10,2,247.36,6,5,False
ORD104174,2025-01-19,CUST00484,returning,45-54,organic,mobile,electronics,97.62,0,1,97.62,7,4,False
ORD103642,2025-01-19,CUST00678,new,25-34,social_media,mobile,sports,79.28,0,2,158.56,3,5,False
ORD104915,2025-01-19,CUST01181,new,25-34,organic,desktop,home,197.58,0,3,592.74,5,4,False
ORD101313,2025-01-19,CUST02279,new,55+,email,mobile,home,42.12,10,1,37.91,8,4,False
ORD104594,2025-01-19,CUST00927,returning,18-24,search_ads,mobile,beauty,12.44,0,1,12.44,2,5,False
ORD101816,2025-01-19,CUST00553,new,35-44,organic,mobile,clothing,31.4,0,1,31.4,3,5,False
ORD104888,2025-01-19,CUST00440,new,35-44,search_ads,mobile,home,46.98,0,1,46.98,4,4,False
ORD104156,2025-01-19,CUST00529,new,55+,organic,mobile,clothing,38.95,0,1,38.95,1,4,False
ORD104889,2025-01-19,CUST01972,returning,25-34,organic,desktop,sports,75.61,15,3,192.81,5,4,False
ORD100043,2025-01-19,CUST02522,new,25-34,organic,mobile,home,104.59,10,2,188.26,5,5,False
ORD104890,2025-01-19,CUST00377,new,45-54,search_ads,mobile,electronics,186.96,30,2,261.74,8,5,False
ORD104124,2025-01-19,CUST01602,new,55+,organic,desktop,beauty,45.1,0,1,45.1,5,5,False
ORD104480,2025-01-19,CUST01968,returning,45-54,organic,mobile,electronics,128.47,0,2,256.94,5,4,False
ORD100145,2025-01-19,CUST02302,new,45-54,organic,desktop,home,99.1,10,2,178.38,8,5,True
ORD103674,2025-01-19,CUST00428,new,35-44,social_media,desktop,electronics,531.58,0,2,1063.16,5,5,False
ORD103254,2025-01-19,CUST00930,new,45-54,search_ads,mobile,electronics,85.66,20,1,68.53,4,5,False
ORD102742,2025-01-19,CUST02618,new,18-24,email,mobile,beauty,24.75,20,1,19.8,6,5,False
ORD104389,2025-01-19,CUST01480,returning,35-44,search_ads,mobile,beauty,57.92,20,3,139.01,3,5,False
ORD100419,2025-01-19,CUST00879,new,18-24,social_media,mobile,clothing,95.87,10,1,86.28,6,5,False
ORD100775,2025-01-19,CUST02706,returning,25-34,organic,mobile,electronics,145.23,10,1,130.71,10,5,False
ORD102839,2025-01-19,CUST01780,new,18-24,organic,mobile,electronics,165.21,20,2,264.34,10,4,False
ORD104003,2025-01-19,CUST00692,new,45-54,social_media,mobile,clothing,18.31,5,3,52.18,2,5,False
ORD103796,2025-01-19,CUST00378,new,35-44,referral,mobile,clothing,62.0,5,3,176.7,7,5,False
ORD100011,2025-01-19,CUST02088,returning,25-34,search_ads,mobile,electronics,172.98,0,1,172.98,9,5,False
ORD102903,2025-01-19,CUST01095,new,25-34,search_ads,mobile,home,162.93,15,3,415.47,4,4,False
ORD100937,2025-01-19,CUST01313,returning,55+,search_ads,mobile,sports,14.06,15,2,23.9,6,5,False
ORD100527,2025-01-19,CUST02708,new,25-34,search_ads,desktop,sports,55.44,10,2,99.79,5,5,False
ORD104306,2025-01-19,CUST01610,new,25-34,referral,desktop,sports,122.68,0,1,122.68,1,5,False
ORD104778,2025-01-19,CUST00499,new,55+,search_ads,desktop,beauty,49.4,30,2,69.16,6,5,False
ORD104048,2025-01-19,CUST00717,returning,25-34,search_ads,mobile,electronics,497.98,10,1,448.18,8,5,False
ORD100012,2025-01-19,CUST02058,returning,25-34,referral,desktop,sports,49.99,5,1,47.49,2,5,False
ORD100502,2025-01-19,CUST00764,returning,55+,email,desktop,clothing,42.96,15,1,36.52,4,5,False
ORD103815,2025-01-19,CUST01564,new,35-44,social_media,mobile,home,56.06,0,3,168.18,8,5,False
ORD101134,2025-01-19,CUST03030,returning,45-54,email,desktop,clothing,113.38,10,2,204.08,3,5,False
ORD103253,2025-01-20,CUST02485,new,18-24,social_media,mobile,sports,68.26,0,1,68.26,6,5,False
ORD104387,2025-01-20,CUST00188,new,35-44,referral,desktop,sports,75.15,0,3,225.45,3,5,False
ORD101368,2025-01-20,CUST02801,new,18-24,organic,desktop,electronics,161.84,10,1,145.66,6,5,False
ORD102367,2025-01-20,CUST02152,new,18-24,search_ads,desktop,electronics,124.02,10,1,111.62,10,5,False
ORD100202,2025-01-20,CUST02108,new,25-34,referral,mobile,electronics,249.22,10,2,448.6,4,4,False
ORD104355,2025-01-20,CUST00877,returning,55+,organic,desktop,sports,57.14,0,2,114.28,5,5,False
ORD102916,2025-01-20,CUST01269,returning,35-44,social_media,mobile,clothing,90.04,0,2,180.08,5,5,False
ORD104379,2025-01-20,CUST01866,returning,35-44,search_ads,mobile,beauty,34.98,15,1,29.73,5,5,False
ORD102552,2025-01-20,CUST01729,returning,25-34,social_media,mobile,electronics,135.87,0,1,135.87,5,5,False
ORD102886,2025-01-20,CUST03192,returning,55+,search_ads,desktop,clothing,106.19,15,2,180.52,1,5,False
ORD104186,2025-01-20,CUST01991,new,18-24,search_ads,mobile,beauty,25.89,0,1,25.89,6,4,False
ORD102615,2025-01-20,CUST01326,returning,18-24,referral,desktop,sports,76.54,5,3,218.14,5,5,False
ORD103648,2025-01-20,CUST02581,returning,45-54,social_media,mobile,beauty,14.75,10,2,26.55,8,5,True
ORD103110,2025-01-20,CUST01112,returning,45-54,referral,mobile,clothing,16.6,20,1,13.28,5,5,False
ORD102764,2025-01-20,CUST03146,new,45-54,organic,mobile,sports,58.54,20,3,140.5,7,4,False
ORD104876,2025-01-20,CUST01948,returning,35-44,social_media,mobile,clothing,85.37,10,2,153.67,4,4,False
ORD103938,2025-01-20,CUST02649,returning,45-54,search_ads,mobile,home,55.57,10,1,50.01,3,5,False
ORD102459,2025-01-20,CUST02898,returning,35-44,email,mobile,beauty,14.52,10,1,13.07,2,5,False
ORD103927,2025-01-20,CUST00774,new,55+,referral,mobile,clothing,16.49,10,1,14.84,8,4,False
ORD102307,2025-01-20,CUST01392,returning,55+,email,desktop,sports,73.33,15,2,124.66,5,5,False
ORD103481,2025-01-20,CUST00856,new,25-34,organic,mobile,beauty,17.97,5,1,17.07,6,5,False
ORD100730,2025-01-20,CUST00553,new,25-34,email,mobile,clothing,16.7,5,2,31.73,5,5,False
ORD104972,2025-01-20,CUST01617,returning,35-44,organic,desktop,sports,50.9,15,2,86.53,2,5,False
ORD104268,2025-01-20,CUST00807,new,35-44,social_media,mobile,electronics,146.28,10,1,131.65,5,4,True
ORD104577,2025-01-20,CUST01432,new,35-44,referral,mobile,sports,20.42,0,3,61.26,6,5,False
ORD104218,2025-01-20,CUST01654,new,25-34,social_media,mobile,clothing,41.43,10,1,37.29,5,5,False
ORD104090,2025-01-20,CUST01569,new,25-34,organic,desktop,electronics,183.87,10,1,165.48,5,4,False
ORD104701,2025-01-20,CUST02063,new,18-24,email,mobile,electronics,193.66,0,1,193.66,8,3,False
ORD101292,2025-01-20,CUST00841,returning,35-44,organic,mobile,clothing,20.59,10,3,55.59,7,4,False
ORD100507,2025-01-20,CUST00337,new,18-24,referral,desktop,clothing,53.72,10,1,48.35,7,5,False
ORD100047,2025-01-20,CUST02991,new,45-54,social_media,desktop,electronics,354.79,0,1,354.79,8,4,False
ORD101583,2025-01-20,CUST02813,new,55+,organic,mobile,electronics,81.36,5,2,154.58,8,4,False
ORD104723,2025-01-20,CUST00877,new,45-54,search_ads,desktop,home,73.08,10,2,131.54,4,5,False
ORD103998,2025-01-20,CUST03069,returning,25-34,email,mobile,sports,66.13,20,2,105.81,2,5,False
ORD103028,2025-01-20,CUST00627,new,25-34,referral,mobile,electronics,108.44,15,3,276.52,8,5,False
ORD101745,2025-01-20,CUST00280,new,18-24,social_media,mobile,beauty,33.2,0,1,33.2,4,5,False
ORD101485,2025-01-20,CUST02213,new,25-34,social_media,desktop,beauty,36.21,15,2,61.56,5,5,True
ORD105113,2025-01-20,CUST03102,new,45-54,email,mobile,electronics,22.43,15,2,38.13,8,5,False
ORD104417,2025-01-20,CUST03094,new,45-54,organic,desktop,sports,87.35,15,1,74.25,5,5,False
ORD102110,2025-01-20,CUST01601,returning,35-44,social_media,mobile,clothing,78.57,5,1,74.64,4,4,False
ORD104232,2025-01-20,CUST01042,returning,45-54,search_ads,mobile,home,22.19,10,1,19.97,5,4,False
ORD100317,2025-01-20,CUST00539,returning,18-24,social_media,mobile,clothing,51.41,15,2,87.4,3,5,False
ORD102407,2025-01-20,CUST00169,returning,55+,organic,mobile,electronics,134.89,0,1,134.89,5,5,False
ORD100060,2025-01-20,CUST01577,returning,45-54,email,desktop,home,79.42,10,2,142.96,4,4,False
ORD101970,2025-01-20,CUST01878,new,25-34,referral,desktop,home,221.01,0,1,221.01,3,4,True
ORD103097,2025-01-20,CUST02969,new,35-44,organic,desktop,home,39.19,10,2,70.54,8,4,False
ORD100773,2025-01-21,CUST02784,returning,55+,organic,mobile,beauty,30.77,0,1,30.77,9,4,False
ORD104240,2025-01-21,CUST01494,new,35-44,social_media,mobile,clothing,26.2,15,1,22.27,5,5,False
ORD105102,2025-01-21,CUST02018,returning,25-34,search_ads,mobile,electronics,146.77,15,2,249.51,5,5,False
ORD102633,2025-01-21,CUST01259,new,45-54,email,mobile,electronics,164.5,0,1,164.5,7,5,False
ORD104309,2025-01-21,CUST01713,returning,45-54,email,desktop,home,67.22,0,2,134.44,4,4,False
ORD104908,2025-01-21,CUST01758,returning,25-34,search_ads,mobile,clothing,70.44,15,2,119.75,7,3,False
ORD103512,2025-01-21,CUST00704,returning,55+,organic,mobile,electronics,38.58,10,2,69.44,13,4,False
ORD101108,2025-01-21,CUST00083,returning,25-34,search_ads,mobile,sports,48.69,30,2,68.17,6,5,False
ORD102845,2025-01-21,CUST00088,new,18-24,search_ads,mobile,beauty,18.17,30,1,12.72,5,4,False
ORD101815,2025-01-21,CUST00180,new,55+,social_media,mobile,clothing,19.71,5,2,37.45,4,5,False
ORD101779,2025-01-21,CUST02088,new,55+,social_media,mobile,electronics,172.68,20,1,138.14,10,5,False
ORD102125,2025-01-21,CUST02825,new,55+,organic,desktop,clothing,44.29,0,3,132.87,5,5,False
ORD102156,2025-01-21,CUST02373,returning,25-34,search_ads,desktop,home,116.54,10,3,314.66,4,5,False
ORD105178,2025-01-21,CUST02794,new,35-44,social_media,desktop,clothing,56.66,20,1,45.33,2,5,False
ORD100023,2025-01-21,CUST02421,new,55+,organic,mobile,beauty,16.84,15,1,14.31,3,4,False
ORD101204,2025-01-21,CUST01172,new,55+,referral,mobile,clothing,32.12,10,2,57.82,3,5,False
ORD104491,2025-01-21,CUST03078,new,35-44,organic,mobile,clothing,34.86,5,1,33.12,3,5,False
ORD102816,2025-01-21,CUST02282,new,45-54,social_media,desktop,beauty,21.99,30,1,15.39,7,5,False
ORD101142,2025-01-21,CUST01175,new,25-34,search_ads,desktop,clothing,50.95,30,3,107.0,6,5,False
ORD101785,2025-01-21,CUST02323,returning,18-24,social_media,mobile,electronics,76.73,10,1,69.06,8,3,False
ORD101391,2025-01-21,CUST02435,returning,18-24,organic,mobile,electronics,67.39,20,1,53.91,4,5,False
ORD104103,2025-01-21,CUST01702,returning,55+,email,desktop,sports,32.96,0,1,32.96,8,5,False
ORD102483,2025-01-21,CUST01757,returning,55+,referral,desktop,electronics,127.91,0,2,255.82,10,5,False
ORD100769,2025-01-21,CUST02916,returning,35-44,social_media,mobile,home,47.2,0,1,47.2,2,5,False
ORD104476,2025-01-21,CUST00917,new,45-54,organic,desktop,sports,80.54,15,1,68.46,3,5,True
ORD103797,2025-01-21,CUST03067,returning,45-54,social_media,desktop,beauty,48.22,10,1,43.4,5,5,False
ORD104322,2025-01-21,CUST02357,new,45-54,referral,desktop,home,53.14,15,1,45.17,3,4,False
ORD104511,2025-01-21,CUST03009,new,55+,social_media,mobile,electronics,174.46,5,3,497.21,11,4,True
ORD100624,2025-01-21,CUST01396,new,25-34,search_ads,desktop,beauty,38.6,15,2,65.62,9,5,False
ORD102688,2025-01-21,CUST02027,new,25-34,organic,desktop,clothing,74.09,10,2,133.36,7,4,False
ORD101623,2025-01-21,CUST00500,returning,18-24,social_media,mobile,home,45.54,0,2,91.08,4,5,True
ORD104263,2025-01-21,CUST03041,new,35-44,referral,mobile,clothing,20.75,20,2,33.2,4,5,False
ORD102478,2025-01-21,CUST00900,returning,45-54,social_media,mobile,electronics,335.48,0,2,670.96,12,3,False
ORD104568,2025-01-21,CUST01476,returning,25-34,referral,desktop,clothing,78.06,5,1,74.16,3,5,False
ORD102145,2025-01-21,CUST01253,new,35-44,organic,mobile,beauty,28.24,10,1,25.42,5,5,False
ORD100729,2025-01-21,CUST02637,returning,25-34,search_ads,mobile,clothing,25.28,15,1,21.49,5,5,False
ORD100515,2025-01-21,CUST01851,new,25-34,organic,desktop,home,114.12,20,2,182.59,7,4,True
ORD103168,2025-01-21,CUST02686,new,45-54,organic,desktop,electronics,159.49,15,1,135.57,10,4,True
ORD102705,2025-01-21,CUST01095,returning,25-34,social_media,mobile,home,50.34,10,1,45.31,4,5,False
ORD101973,2025-01-21,CUST01880,returning,25-34,referral,mobile,sports,51.21,0,2,102.42,4,5,False
ORD101799,2025-01-21,CUST02727,new,25-34,organic,mobile,electronics,92.05,15,2,156.48,7,4,False
ORD101560,2025-01-21,CUST00246,new,45-54,search_ads,desktop,sports,32.89,20,1,26.31,3,5,False
ORD100811,2025-01-21,CUST02653,new,35-44,organic,mobile,beauty,20.5,30,3,43.05,5,5,False
ORD102659,2025-01-21,CUST02309,new,55+,search_ads,mobile,beauty,5.87,30,2,8.22,7,5,False
ORD101226,2025-01-21,CUST02899,returning,55+,search_ads,desktop,clothing,31.21,15,2,53.06,6,5,False
ORD101635,2025-01-21,CUST01624,returning,25-34,organic,mobile,electronics,23.82,0,1,23.82,6,4,False
ORD102818,2025-01-21,CUST01884,returning,25-34,social_media,mobile,home,40.47,30,1,28.33,1,5,False
ORD102897,2025-01-21,CUST00277,returning,45-54,social_media,mobile,home,68.36,10,2,123.05,4,5,False
ORD101070,2025-01-21,CUST00458,returning,25-34,email,desktop,electronics,91.02,5,2,172.94,4,5,True
ORD103154,2025-01-21,CUST00438,new,45-54,organic,mobile,clothing,79.37,10,3,214.3,5,5,False
ORD103989,2025-01-21,CUST01382,new,25-34,search_ads,mobile,clothing,53.84,20,3,129.22,1,5,False
ORD104489,2025-01-22,CUST00728,returning,18-24,social_media,desktop,clothing,32.37,0,2,64.74,4,4,False
ORD101345,2025-01-22,CUST03142,new,45-54,organic,mobile,beauty,71.32,20,1,57.06,7,4,False
ORD101603,2025-01-22,CUST02109,returning,25-34,referral,mobile,home,84.11,15,1,71.49,3,5,False
ORD101327,2025-01-22,CUST02372,returning,35-44,search_ads,mobile,electronics,186.32,10,1,167.69,4,5,False
ORD104936,2025-01-22,CUST00704,returning,35-44,referral,desktop,clothing,56.47,0,3,169.41,3,4,False
ORD103026,2025-01-22,CUST02286,new,18-24,social_media,desktop,home,44.25,0,1,44.25,6,5,True
ORD104715,2025-01-22,CUST02549,new,45-54,organic,mobile,home,69.46,15,1,59.04,3,5,True
ORD103720,2025-01-22,CUST01572,new,35-44,search_ads,mobile,electronics,252.12,0,2,504.24,6,5,False
ORD103063,2025-01-22,CUST01978,returning,18-24,email,mobile,electronics,147.95,0,3,443.85,2,5,False
ORD104730,2025-01-22,CUST02407,new,25-34,social_media,desktop,clothing,35.7,30,2,49.98,10,4,True
ORD103044,2025-01-22,CUST00582,new,25-34,email,desktop,clothing,50.58,0,1,50.58,1,5,False
ORD103767,2025-01-22,CUST02420,returning,35-44,search_ads,mobile,sports,51.06,20,1,40.85,5,5,False
ORD103521,2025-01-22,CUST00196,new,45-54,social_media,desktop,beauty,15.48,0,3,46.44,8,5,False
ORD100475,2025-01-22,CUST02318,returning,25-34,referral,desktop,beauty,29.22,0,2,58.44,6,5,False
ORD102175,2025-01-22,CUST01370,returning,45-54,organic,mobile,sports,51.67,0,1,51.67,6,5,False
ORD102285,2025-01-22,CUST01682,new,25-34,search_ads,desktop,beauty,22.87,10,1,20.58,4,5,False
ORD105150,2025-01-22,CUST01942,new,35-44,organic,desktop,beauty,13.34,15,1,11.34,4,5,False
ORD100728,2025-01-22,CUST02229,new,18-24,referral,mobile,electronics,112.36,20,1,89.89,8,5,False
ORD101459,2025-01-22,CUST01318,returning,35-44,organic,mobile,electronics,313.07,10,2,563.53,7,4,True
ORD100836,2025-01-22,CUST01414,returning,35-44,email,desktop,clothing,36.43,10,2,65.57,6,5,False
ORD105023,2025-01-22,CUST02861,returning,55+,email,desktop,clothing,68.04,15,3,173.5,4,4,False
ORD100253,2025-01-22,CUST02792,new,25-34,organic,desktop,home,25.93,5,1,24.63,7,3,False
ORD103949,2025-01-22,CUST01858,returning,25-34,email,mobile,sports,54.18,5,2,102.94,3,5,False
ORD100548,2025-01-22,CUST03061,new,45-54,organic,mobile,sports,99.9,5,2,189.81,4,5,False
ORD101049,2025-01-22,CUST00302,new,35-44,social_media,mobile,electronics,99.87,0,1,99.87,6,4,False
ORD105093,2025-01-22,CUST02014,returning,55+,email,mobile,clothing,82.39,0,2,164.78,3,5,False
ORD101878,2025-01-22,CUST02976,returning,35-44,social_media,desktop,home,59.18,0,1,59.18,5,5,False
ORD101161,2025-01-22,CUST00772,new,25-34,email,mobile,clothing,53.48,5,3,152.42,3,5,False
ORD100528,2025-01-22,CUST00375,new,25-34,social_media,mobile,home,118.3,0,2,236.6,5,5,False
ORD102900,2025-01-22,CUST00487,new,45-54,email,mobile,electronics,180.24,5,1,171.23,5,4,False
ORD100010,2025-01-22,CUST02460,new,45-54,search_ads,desktop,electronics,191.43,20,3,459.43,11,5,False
ORD103459,2025-01-22,CUST01964,new,35-44,email,mobile,sports,70.21,0,1,70.21,6,5,False
ORD103978,2025-01-22,CUST01876,new,45-54,referral,desktop,beauty,50.34,20,1,40.27,8,4,True
ORD101499,2025-01-22,CUST00603,returning,45-54,social_media,mobile,clothing,25.12,5,3,71.59,5,4,True
ORD102692,2025-01-22,CUST02596,returning,35-44,organic,mobile,sports,119.56,15,2,203.25,6,5,False
ORD105070,2025-01-22,CUST01712,new,45-54,organic,mobile,electronics,294.9,0,1,294.9,4,4,False
ORD102401,2025-01-22,CUST01188,returning,18-24,referral,mobile,home,100.42,0,1,100.42,8,5,False
ORD103315,2025-01-22,CUST00204,returning,25-34,organic,mobile,electronics,66.83,0,2,133.66,8,5,False
ORD104313,2025-01-22,CUST02767,returning,25-34,organic,mobile,sports,50.14,15,1,42.62,4,5,False
ORD102293,2025-01-22,CUST01062,returning,18-24,organic,mobile,electronics,154.62,0,3,463.86,9,4,False
ORD103284,2025-01-22,CUST02982,new,25-34,search_ads,mobile,clothing,30.43,15,1,25.87,4,5,False
ORD103895,2025-01-22,CUST02277,new,18-24,organic,mobile,electronics,79.85,10,1,71.86,8,4,False
ORD103246,2025-01-22,CUST00860,returning,55+,email,mobile,home,85.67,15,1,72.82,6,5,False
ORD103883,2025-01-22,CUST00586,new,18-24,referral,mobile,home,43.75,5,1,41.56,5,5,False
ORD104356,2025-01-22,CUST03072,returning,35-44,search_ads,mobile,home,71.23,15,2,121.09,4,5,True
ORD101241,2025-01-22,CUST00356,returning,18-24,referral,mobile,beauty,8.88,0,1,8.88,6,4,False
ORD101425,2025-01-22,CUST00738,returning,45-54,email,mobile,electronics,137.92,5,3,393.07,7,5,False
ORD102296,2025-01-22,CUST01080,new,25-34,social_media,mobile,electronics,128.16,30,1,89.71,7,5,False
ORD102980,2025-01-22,CUST01002,returning,35-44,search_ads,desktop,sports,31.22,30,2,43.71,4,5,True
ORD102366,2025-01-23,CUST01958,new,18-24,social_media,mobile,home,64.3,15,3,163.96,6,5,False
ORD100870,2025-01-23,CUST01891,new,25-34,social_media,desktop,beauty,23.01,5,1,21.86,4,5,False
ORD102077,2025-01-23,CUST02777,returning,18-24,social_media,desktop,clothing,36.52,0,2,73.04,3,4,False
ORD100753,2025-01-23,CUST02546,returning,55+,organic,mobile,beauty,29.52,5,2,56.09,4,5,False
ORD103968,2025-01-23,CUST01154,new,45-54,search_ads,mobile,home,120.45,0,1,120.45,2,5,False
ORD102918,2025-01-23,CUST02713,new,35-44,social_media,mobile,home,90.86,15,1,77.23,5,5,False
ORD100947,2025-01-23,CUST00975,returning,35-44,organic,mobile,clothing,73.41,0,3,220.23,3,4,False
ORD102462,2025-01-23,CUST02479,returning,25-34,organic,desktop,home,67.71,5,3,192.97,4,5,False
ORD103452,2025-01-23,CUST00600,new,35-44,organic,mobile,beauty,29.57,0,3,88.71,4,5,False
ORD100936,2025-01-23,CUST01768,returning,35-44,email,desktop,beauty,66.6,20,1,53.28,7,5,False
ORD100948,2025-01-23,CUST01946,returning,18-24,search_ads,desktop,beauty,23.78,30,2,33.29,4,5,False
ORD101132,2025-01-23,CUST01989,new,25-34,social_media,mobile,clothing,14.36,20,2,22.98,4,5,False
ORD100402,2025-01-23,CUST02253,new,25-34,organic,mobile,home,70.83,5,3,201.87,3,5,False
ORD104668,2025-01-23,CUST00110,new,35-44,search_ads,desktop,home,126.0,10,3,340.2,8,5,False
ORD103860,2025-01-23,CUST02660,new,18-24,search_ads,desktop,sports,60.24,10,1,54.22,6,5,False
ORD101677,2025-01-23,CUST02786,new,45-54,referral,mobile,electronics,136.17,10,1,122.55,7,5,False
ORD103543,2025-01-23,CUST02825,returning,35-44,email,desktop,electronics,54.74,10,1,49.27,10,5,True
ORD104733,2025-01-23,CUST02236,returning,25-34,social_media,mobile,electronics,237.0,20,1,189.6,4,5,False
ORD100923,2025-01-23,CUST01823,returning,55+,social_media,desktop,electronics,178.44,20,2,285.5,6,5,False
ORD102857,2025-01-23,CUST01798,new,55+,organic,desktop,beauty,9.8,15,2,16.66,6,5,False
ORD102867,2025-01-23,CUST02162,returning,25-34,social_media,mobile,home,106.17,30,1,74.32,4,4,True
ORD102434,2025-01-23,CUST03139,new,35-44,referral,mobile,clothing,45.74,20,1,36.59,7,5,False
ORD105126,2025-01-23,CUST01128,new,25-34,search_ads,mobile,clothing,33.94,30,1,23.76,5,5,False
ORD104524,2025-01-23,CUST01572,new,25-34,email,desktop,sports,48.51,0,3,145.53,6,5,False
ORD103584,2025-01-23,CUST00528,new,18-24,referral,mobile,sports,71.12,10,1,64.01,3,5,False
ORD103140,2025-01-23,CUST01353,returning,55+,email,mobile,electronics,104.81,0,2,209.62,5,5,False
ORD103368,2025-01-23,CUST02531,returning,35-44,search_ads,mobile,home,49.8,0,3,149.4,6,3,False
ORD104105,2025-01-23,CUST03033,returning,18-24,organic,mobile,beauty,39.69,15,2,67.47,8,5,False
ORD100183,2025-01-23,CUST00305,new,45-54,referral,mobile,electronics,198.65,15,2,337.7,4,4,False
ORD100709,2025-01-23,CUST00301,new,55+,referral,desktop,sports,53.99,10,1,48.59,3,5,False
ORD100114,2025-01-23,CUST02143,new,25-34,organic,desktop,beauty,56.39,10,1,50.75,5,5,False
ORD100966,2025-01-23,CUST01404,returning,25-34,search_ads,mobile,beauty,38.25,15,3,97.54,4,5,False
ORD102511,2025-01-23,CUST00092,new,25-34,social_media,mobile,home,114.17,0,1,114.17,4,5,False
ORD103139,2025-01-23,CUST00784,returning,55+,social_media,mobile,home,41.65,0,2,83.3,7,5,False
ORD101036,2025-01-23,CUST01348,new,18-24,organic,desktop,home,90.98,15,2,154.67,6,5,False
ORD104761,2025-01-23,CUST00687,new,25-34,email,mobile,clothing,41.72,20,1,33.38,2,5,False
ORD101752,2025-01-23,CUST02214,new,55+,organic,desktop,home,37.41,10,3,101.01,5,5,False
ORD102790,2025-01-23,CUST00840,new,45-54,search_ads,mobile,clothing,21.67,15,1,18.42,3,5,False
ORD102797,2025-01-23,CUST00320,new,18-24,social_media,mobile,beauty,41.98,0,1,41.98,7,5,False
ORD101977,2025-01-23,CUST02540,new,18-24,search_ads,mobile,home,53.17,20,3,127.61,5,5,False
ORD103320,2025-01-23,CUST03039,new,35-44,organic,mobile,sports,45.72,10,1,41.15,8,5,False
ORD103783,2025-01-23,CUST02659,returning,45-54,referral,mobile,electronics,116.2,0,1,116.2,3,5,False
ORD103409,2025-01-23,CUST01022,new,35-44,social_media,mobile,clothing,34.13,20,1,27.3,4,4,False
ORD103124,2025-01-23,CUST01716,new,25-34,social_media,mobile,beauty,10.13,0,2,20.26,5,5,False
ORD104720,2025-01-23,CUST02856,new,18-24,social_media,mobile,home,61.96,0,3,185.88,5,5,False
ORD101576,2025-01-23,CUST00505,returning,35-44,social_media,mobile,sports,107.32,0,1,107.32,4,5,False
ORD104582,2025-01-24,CUST02966,new,25-34,email,mobile,electronics,140.83,0,3,422.49,5,4,False
ORD102959,2025-01-24,CUST03194,returning,18-24,search_ads,mobile,sports,92.54,20,2,148.06,4,5,False
ORD102776,2025-01-24,CUST01981,new,18-24,referral,desktop,clothing,22.48,10,1,20.23,6,5,False
ORD103045,2025-01-24,CUST01407,returning,55+,organic,mobile,electronics,290.27,0,1,290.27,5,4,False
ORD104483,2025-01-24,CUST01567,new,18-24,organic,desktop,clothing,20.67,30,1,14.47,2,5,False
ORD104942,2025-01-24,CUST00335,new,45-54,email,desktop,clothing,36.61,0,1,36.61,9,4,False
ORD100151,2025-01-24,CUST00052,new,18-24,social_media,mobile,sports,37.12,5,2,70.53,4,5,False
ORD104531,2025-01-24,CUST02803,new,25-34,search_ads,desktop,clothing,46.5,20,1,37.2,4,5,False
ORD100457,2025-01-24,CUST02647,new,55+,email,mobile,electronics,210.23,0,1,210.23,5,5,False
ORD102976,2025-01-24,CUST00036,new,18-24,email,mobile,beauty,34.66,5,3,98.78,2,4,False
ORD103057,2025-01-24,CUST00621,new,45-54,organic,desktop,home,70.55,0,2,141.1,2,5,False
ORD100930,2025-01-24,CUST02640,new,18-24,social_media,mobile,electronics,243.57,15,1,207.03,6,5,False
ORD104154,2025-01-24,CUST01998,new,25-34,search_ads,mobile,beauty,46.57,0,2,93.14,5,4,False
ORD101376,2025-01-24,CUST00580,returning,45-54,social_media,mobile,sports,109.91,15,1,93.42,6,5,False
ORD103538,2025-01-24,CUST02066,returning,45-54,organic,mobile,clothing,63.4,0,1,63.4,3,5,False
ORD103540,2025-01-24,CUST02920,new,18-24,organic,desktop,clothing,30.33,15,3,77.34,5,4,False
ORD103428,2025-01-24,CUST02038,returning,25-34,email,desktop,sports,48.52,0,1,48.52,5,5,False
ORD102217,2025-01-24,CUST00853,new,25-34,email,desktop,home,39.86,20,2,63.78,2,5,False
ORD103424,2025-01-24,CUST00138,returning,35-44,referral,mobile,sports,32.92,20,3,79.01,4,5,False
ORD100107,2025-01-24,CUST00884,new,35-44,organic,mobile,clothing,24.11,5,2,45.81,7,4,True
ORD100885,2025-01-24,CUST02051,new,35-44,referral,desktop,sports,72.14,15,2,122.64,4,5,False
ORD100666,2025-01-24,CUST02027,new,55+,email,desktop,clothing,22.25,0,2,44.5,4,4,False
